,song_id,filename,genre_id,genre
458,21972,21972.wav,2,Punk
459,20954,20954.wav,12,Old-Time / Historic
460,10650,10650.wav,14,Country
461,13796,13796.wav,9,International
462,21256,21256.wav,13,Jazz
463,11891,11891.wav,3,Experimental
464,7657,7657.wav,3,Experimental
465,1991,1991.wav,3,Experimental
466,24522,24522.wav,5,Folk
467,14148,14148.wav,1,Rock
468,22512,22512.wav,17,Blues
469,10422,10422.wav,5,Folk
470,5672,5672.wav,3,Experimental
471,18429,18429.wav,3,Experimental
472,11539,11539.wav,7,Instrumental
473,8724,8724.wav,2,Punk
474,13392,13392.wav,6,Chiptune / Glitch
475,9660,9660.wav,1,Rock
476,5611,5611.wav,0,Electronic
477,18675,18675.wav,3,Experimental
478,7619,7619.wav,0,Electronic
479,14006,14006.wav,1,Rock
480,617,617.wav,10,Ambient Electronic
481,12743,12743.wav,2,Punk
482,8365,8365.wav,6,Chiptune / Glitch
483,22364,22364.wav,0,Electronic
484,17092,17092.wav,4,Hip-Hop
485,11417,11417.wav,10,Ambient Electronic
486,1585,1585.wav,6,Chiptune / Glitch
487,20540,20540.wav,4,Hip-Hop
488,458,458.wav,0,Electronic
489,7180,7180.wav,0,Electronic
490,7006,7006.wav,3,Experimental
491,940,940.wav,4,Hip-Hop
492,3329,3329.wav,0,Electronic
493,16585,16585.wav,13,Jazz
494,14877,14877.wav,4,Hip-Hop
495,14610,14610.wav,1,Rock
496,1065,1065.wav,2,Punk
497,13730,13730.wav,5,Folk
498,3617,3617.wav,7,Instrumental
499,624,624.wav,2,Punk
500,9693,9693.wav,8,Pop
501,6087,6087.wav,0,Electronic
502,16614,16614.wav,7,Instrumental
503,11077,11077.wav,3,Experimental
504,978,978.wav,3,Experimental
505,1981,1981.wav,6,Chiptune / Glitch
506,16075,16075.wav,1,Rock
507,12613,12613.wav,3,Experimental
508,15877,15877.wav,9,International
509,5144,5144.wav,8,Pop
510,15349,15349.wav,1,Rock
511,13150,13150.wav,2,Punk
512,6962,6962.wav,15,Soul-RnB
513,5337,5337.wav,6,Chiptune / Glitch
514,11919,11919.wav,9,International
515,12902,12902.wav,1,Rock
516,11706,11706.wav,2,Punk
517,1393,1393.wav,3,Experimental
518,18365,18365.wav,3,Experimental
519,17635,17635.wav,0,Electronic
520,2884,2884.wav,5,Folk
521,8879,8879.wav,0,Electronic
522,12836,12836.wav,0,Electronic
523,12725,12725.wav,5,Folk
524,23515,23515.wav,0,Electronic
525,3060,3060.wav,0,Electronic
526,19569,19569.wav,3,Experimental
527,5428,5428.wav,2,Punk
528,22011,22011.wav,1,Rock
529,11267,11267.wav,3,Experimental
530,16377,16377.wav,2,Punk
531,22166,22166.wav,9,International
532,9334,9334.wav,4,Hip-Hop
533,2547,2547.wav,5,Folk
534,22724,22724.wav,13,Jazz
535,16682,16682.wav,4,Hip-Hop
536,272,272.wav,6,Chiptune / Glitch
537,3495,3495.wav,0,Electronic
538,21545,21545.wav,10,Ambient Electronic
539,6918,6918.wav,1,Rock
540,16497,16497.wav,3,Experimental
541,812,812.wav,4,Hip-Hop
542,18903,18903.wav,2,Punk
543,19151,19151.wav,1,Rock
544,24611,24611.wav,0,Electronic
545,1191,1191.wav,0,Electronic
546,2416,2416.wav,3,Experimental
547,24032,24032.wav,2,Punk
548,234,234.wav,2,Punk
549,19235,19235.wav,0,Electronic
550,2131,2131.wav,9,International
551,8913,8913.wav,2,Punk
552,8400,8400.wav,4,Hip-Hop
553,4584,4584.wav,9,International
554,5515,5515.wav,2,Punk
555,12993,12993.wav,2,Punk
556,21944,21944.wav,0,Electronic
557,7986,7986.wav,2,Punk
558,3241,3241.wav,5,Folk
559,9945,9945.wav,1,Rock
560,9272,9272.wav,11,Classical
561,12444,12444.wav,7,Instrumental
562,8460,8460.wav,6,Chiptune / Glitch
563,20630,20630.wav,7,Instrumental
564,3193,3193.wav,4,Hip-Hop
565,2200,2200.wav,1,Rock
566,17572,17572.wav,2,Punk
567,3613,3613.wav,8,Pop
568,19444,19444.wav,7,Instrumental
569,7789,7789.wav,4,Hip-Hop
570,13522,13522.wav,7,Instrumental
571,19559,19559.wav,8,Pop
572,23267,23267.wav,11,Classical
573,23659,23659.wav,1,Rock
574,19298,19298.wav,6,Chiptune / Glitch
575,12745,12745.wav,8,Pop
576,20653,20653.wav,9,International
577,5270,5270.wav,5,Folk
578,16678,16678.wav,6,Chiptune / Glitch
579,16445,16445.wav,8,Pop
580,23518,23518.wav,1,Rock
581,24648,24648.wav,2,Punk
582,19039,19039.wav,0,Electronic
583,8289,8289.wav,7,Instrumental
584,1973,1973.wav,1,Rock
585,23101,23101.wav,11,Classical
586,10985,10985.wav,7,Instrumental
587,6350,6350.wav,8,Pop
588,18742,18742.wav,10,Ambient Electronic
589,14096,14096.wav,2,Punk
590,17524,17524.wav,0,Electronic
591,10032,10032.wav,1,Rock
592,16345,16345.wav,4,Hip-Hop
593,1511,1511.wav,3,Experimental
594,23388,23388.wav,4,Hip-Hop
595,4779,4779.wav,2,Punk
596,6232,6232.wav,1,Rock
597,7342,7342.wav,10,Ambient Electronic
598,8453,8453.wav,3,Experimental
599,298,298.wav,0,Electronic
600,22189,22189.wav,5,Folk
601,12046,12046.wav,4,Hip-Hop
602,24536,24536.wav,11,Classical
603,21233,21233.wav,0,Electronic
604,5423,5423.wav,10,Ambient Electronic
605,21109,21109.wav,10,Ambient Electronic
606,24558,24558.wav,2,Punk
607,24474,24474.wav,3,Experimental
608,14017,14017.wav,2,Punk
609,22705,22705.wav,2,Punk
610,6548,6548.wav,5,Folk
611,9023,9023.wav,6,Chiptune / Glitch
612,3215,3215.wav,0,Electronic
613,20845,20845.wav,3,Experimental
614,1944,1944.wav,1,Rock
615,22216,22216.wav,3,Experimental
616,16397,16397.wav,6,Chiptune / Glitch
617,20242,20242.wav,11,Classical
618,19921,19921.wav,8,Pop
619,18964,18964.wav,2,Punk
620,7319,7319.wav,0,Electronic
621,13937,13937.wav,8,Pop
622,12376,12376.wav,4,Hip-Hop
623,21111,21111.wav,9,International
624,22331,22331.wav,7,Instrumental
625,17136,17136.wav,0,Electronic
626,10881,10881.wav,1,Rock
627,11952,11952.wav,13,Jazz
628,19997,19997.wav,2,Punk
629,7184,7184.wav,3,Experimental
630,1920,1920.wav,1,Rock
631,20177,20177.wav,2,Punk
632,15227,15227.wav,7,Instrumental
633,21819,21819.wav,0,Electronic
634,21226,21226.wav,10,Ambient Electronic
635,15396,15396.wav,4,Hip-Hop
636,14259,14259.wav,0,Electronic
637,7616,7616.wav,1,Rock
638,15821,15821.wav,9,International
639,10586,10586.wav,8,Pop
640,20942,20942.wav,1,Rock
641,5911,5911.wav,0,Electronic
642,22971,22971.wav,4,Hip-Hop
643,1846,1846.wav,4,Hip-Hop
644,19571,19571.wav,1,Rock
645,15656,15656.wav,9,International
646,19036,19036.wav,11,Classical
647,23812,23812.wav,1,Rock
648,24963,24963.wav,1,Rock
649,21806,21806.wav,3,Experimental
650,8428,8428.wav,9,International
651,9119,9119.wav,3,Experimental
652,7679,7679.wav,3,Experimental
653,3909,3909.wav,2,Punk
654,18857,18857.wav,13,Jazz
655,16217,16217.wav,1,Rock
656,2947,2947.wav,8,Pop
657,13294,13294.wav,2,Punk
658,4776,4776.wav,6,Chiptune / Glitch
659,18638,18638.wav,5,Folk
660,5377,5377.wav,4,Hip-Hop
661,23543,23543.wav,4,Hip-Hop
662,18189,18189.wav,6,Chiptune / Glitch
663,8105,8105.wav,6,Chiptune / Glitch
664,1903,1903.wav,0,Electronic
665,4917,4917.wav,6,Chiptune / Glitch
666,21741,21741.wav,11,Classical
667,22702,22702.wav,5,Folk
668,20478,20478.wav,10,Ambient Electronic
669,8688,8688.wav,2,Punk
670,13366,13366.wav,4,Hip-Hop
671,21197,21197.wav,8,Pop
672,18749,18749.wav,1,Rock
673,12959,12959.wav,6,Chiptune / Glitch
674,1754,1754.wav,16,Spoken
675,10607,10607.wav,1,Rock
676,1324,1324.wav,1,Rock
677,10214,10214.wav,7,Instrumental
678,13140,13140.wav,8,Pop
679,15593,15593.wav,4,Hip-Hop
680,17720,17720.wav,1,Rock
681,14264,14264.wav,0,Electronic
682,10365,10365.wav,2,Punk
683,2482,2482.wav,3,Experimental
684,741,741.wav,4,Hip-Hop
685,6386,6386.wav,7,Instrumental
686,23742,23742.wav,6,Chiptune / Glitch
687,21187,21187.wav,8,Pop
688,11944,11944.wav,1,Rock
689,1866,1866.wav,3,Experimental
690,14558,14558.wav,0,Electronic
691,1574,1574.wav,4,Hip-Hop
692,14970,14970.wav,16,Spoken
693,15941,15941.wav,0,Electronic
694,1361,1361.wav,10,Ambient Electronic
695,20346,20346.wav,2,Punk
696,20340,20340.wav,0,Electronic
697,16547,16547.wav,2,Punk
698,2326,2326.wav,16,Spoken
699,2741,2741.wav,0,Electronic
700,11973,11973.wav,1,Rock
701,23498,23498.wav,13,Jazz
702,15604,15604.wav,1,Rock
703,2957,2957.wav,9,International
704,5195,5195.wav,0,Electronic
705,15739,15739.wav,0,Electronic
706,24618,24618.wav,3,Experimental
707,11276,11276.wav,3,Experimental
708,21501,21501.wav,3,Experimental
709,5014,5014.wav,9,International
710,16871,16871.wav,17,Blues
711,19116,19116.wav,10,Ambient Electronic
712,3183,3183.wav,13,Jazz
713,6482,6482.wav,0,Electronic
714,4160,4160.wav,2,Punk
715,17108,17108.wav,6,Chiptune / Glitch
716,17301,17301.wav,1,Rock
717,23944,23944.wav,0,Electronic
718,5831,5831.wav,3,Experimental
719,22818,22818.wav,7,Instrumental
720,6984,6984.wav,1,Rock
721,2189,2189.wav,3,Experimental
722,10858,10858.wav,2,Punk
723,8866,8866.wav,0,Electronic
724,16063,16063.wav,1,Rock
725,20174,20174.wav,4,Hip-Hop
726,14859,14859.wav,7,Instrumental
727,9484,9484.wav,10,Ambient Electronic
728,12013,12013.wav,1,Rock
729,18274,18274.wav,2,Punk
730,15641,15641.wav,2,Punk
731,13993,13993.wav,2,Punk
732,17568,17568.wav,6,Chiptune / Glitch
733,3569,3569.wav,3,Experimental
734,6620,6620.wav,2,Punk
735,4973,4973.wav,1,Rock
736,9661,9661.wav,7,Instrumental
737,4045,4045.wav,0,Electronic
738,19565,19565.wav,10,Ambient Electronic
739,22313,22313.wav,2,Punk
740,1382,1382.wav,1,Rock
741,6874,6874.wav,4,Hip-Hop
742,6495,6495.wav,10,Ambient Electronic
743,12081,12081.wav,3,Experimental
744,7118,7118.wav,0,Electronic
745,12737,12737.wav,13,Jazz
746,20754,20754.wav,7,Instrumental
747,3306,3306.wav,0,Electronic
748,11791,11791.wav,12,Old-Time / Historic
749,14250,14250.wav,7,Instrumental
750,17141,17141.wav,3,Experimental
751,17280,17280.wav,0,Electronic
752,21072,21072.wav,12,Old-Time / Historic
753,9932,9932.wav,4,Hip-Hop
754,24687,24687.wav,6,Chiptune / Glitch
755,19308,19308.wav,2,Punk
756,18229,18229.wav,6,Chiptune / Glitch
757,23825,23825.wav,5,Folk
758,22402,22402.wav,1,Rock
759,22845,22845.wav,8,Pop
760,22685,22685.wav,5,Folk
761,11440,11440.wav,8,Pop
762,20316,20316.wav,0,Electronic
763,11245,11245.wav,11,Classical
